PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
5791433,P60709,5.6E-49,2.3E-41,450.1,51%,1,9.2E-09,3925.92,18.02
5350259,P60709,5.8E-49,2.4E-41,37.67,28%,4,9.2E-09,11327.51,18.02
1054,P07108-1,2.3E-16,3.6E-09,96.99,14%,1,9.5E-09,9948.99,9955.27
1817704,P68871,2.4E-16,3.6E-09,13.75,10%,4,9.6E-09,16200.16,16210.29
476105,P39656-1,7.5E-49,3.1E-41,702,38%,1,9.9E-09,7126.7,18.02
16046,P31949,2.6E-16,0.000000004,32.3,11%,4,0.00000001,11643.8,11651.29
389997,P62805,2.7E-16,4.1E-09,34.82,12%,4,0.00000001,11313.4,11320.27
4933917,P68871,2.8E-16,4.3E-09,3.98,12%,4,0.000000011,15957.19,15967.18
1444,Q9Y3D6,2.8E-16,4.2E-09,286.3,5%,1,0.000000011,16969.03,16979.74
7620,P17096-1,3E-16,4.6E-09,2.947,10%,4,0.000000011,11848.04,18.02
6969,P17096-1,3E-16,4.6E-09,21.31,10%,4,0.000000011,11820.01,18.02
16456,Q6FI13,3.2E-16,4.8E-09,181.2,10%,1,0.000000012,14053.89,14062.41
165317,P04406-1,1.7E-48,7.1E-41,397.1,51%,1,0.000000012,4653.52,18.02
4934180,P68871,3.6E-16,5.4E-09,0.789,12%,4,0.000000013,16031.16,16041.16
197218,P60709,2.5E-48,1E-40,459.3,20%,1,0.000000014,13011.7,18.02
300257,P08670,2.6E-48,1.1E-40,443.1,71%,1,0.000000014,2666.26,18.02
4918045,P00441,4.1E-16,6.2E-09,145,11%,1,0.000000014,15834.86,15844.57
70273,P68871,4E-16,6.1E-09,11.04,11%,4,0.000000014,16030.3,16040.45
632731,P84243,4.2E-16,6.4E-09,0.0325,13%,4,0.000000014,15285.57,15294.9
421690,P0DMV8-1,3.9E-48,1.6E-40,1376,57%,1,0.000000015,4306.17,18.02
3085659,P11142-1,4.1E-48,1.7E-40,833.2,58%,1,0.000000015,2803.42,18.02
70173,P08670,4.8E-48,2E-40,399.6,43%,1,0.000000016,4767.46,18.02
5791441,P68871,4.9E-48,2E-40,561.9,57%,1,0.000000016,3189.74,18.02
75980,P68431,5E-48,2.1E-40,0.00005715,72%,4,0.000000016,3339.97,3342
4980581,P0DP24,5.1E-16,7.7E-09,40.7,10%,1,0.000000017,16759.84,16770.49
514671,P68871,5.4E-16,8.2E-09,1.721,9%,4,0.000000017,16162.2,16172.35
524856,P68871,5.4E-16,8.2E-09,0.08789,7%,4,0.000000018,16194.29,16204.51
165188,P05109,8.3E-48,3.4E-40,473.4,61%,1,0.000000018,5391.82,18.02
442438,P02042,8.7E-48,3.6E-40,650.5,31%,1,0.000000018,10048.23,18.02
284813,P07737,9E-48,3.7E-40,834.4,51%,1,0.000000018,5448.85,18.02
17723,P69905,1.1E-47,4.4E-40,568.1,41%,1,0.000000019,6760.7,18.02
213256,P10412,1.1E-47,4.6E-40,1.761,40%,4,0.000000019,6344.07,6347.95
258995,P68871,6.4E-16,9.7E-09,257.7,11%,1,0.00000002,16613.15,16623.48
5791445,P68871,1.9E-47,7.8E-40,647.4,61%,1,0.000000022,3018.68,18.02
303773,P06702,7.8E-16,0.000000012,214.5,12%,1,0.000000023,13150.5,13158.85
434174,P25705-1,2.3E-47,9.6E-40,979.4,37%,1,0.000000023,6422.39,18.02
258929,P68871,2.8E-47,1.1E-39,484.2,75%,1,0.000000025,4013.12,18.02
165481,Q16851-1,3E-47,1.2E-39,386.7,57%,1,0.000000025,4057.28,18.02
5006577,P68871,9.2E-16,0.000000014,31.96,12%,4,0.000000026,11907.08,11914.59
466036,P69905,9.3E-16,0.000000014,0.3779,10%,4,0.000000026,15348.8,15358.34
346348,P69905,9.3E-16,0.000000014,1.249,10%,4,0.000000026,15310.85,15320.4
186108,P06576,3.7E-47,1.5E-39,1236,31%,1,0.000000026,6714.65,18.02
1022,P05114,9.8E-16,0.000000015,451.9,13%,1,0.000000027,10521.55,10527.71
441409,P68871,4.4E-17,1.8E-09,2.963,11%,4,0.000000028,15942.23,18.02
448180,P69905,5.3E-47,2.2E-39,559,40%,1,0.000000029,7503,18.02
4919899,P59665,1.1E-15,0.000000016,114.4,38%,1,0.000000029,3441.53,3444.05
443315,P84243,1.1E-15,0.000000016,0.479,10%,4,0.000000029,15243.52,15252.83
5791427,P60709,6.8E-47,2.8E-39,1127,56%,1,0.000000031,4553.19,18.02
4933224,P68871,1.2E-15,0.000000019,0.6543,11%,4,0.000000032,16079.17,16089.2
4933888,P68871,1.2E-15,0.000000019,1.761,5%,4,0.000000032,16430.13,16440.35
73943,P68871,1.3E-15,0.000000019,9.476,8%,4,0.000000033,16059.29,16069.45
33764,P05204,8.6E-47,3.6E-39,456.8,58%,1,0.000000033,3033.69,18.02
346157,P68871,1.3E-15,0.00000002,9.086,7%,4,0.000000034,16082.28,16092.39
5790077,P60709,1.1E-46,4.7E-39,870.2,40%,1,0.000000035,4740.27,18.02
421734,P04350,1.1E-46,4.7E-39,2.047,63%,4,0.000000035,3998.9,18.02
197232,P60709,1.3E-46,5.6E-39,456.2,30%,1,0.000000036,12148.24,18.02
4894703,P68871,1.5E-15,0.000000023,0.8575,9%,4,0.000000037,16153.24,16163.41
5792753,P08670,1.6E-46,6.8E-39,492.2,62%,1,0.000000038,2374.22,18.02
240139,P60709,1.8E-46,7.5E-39,541.1,34%,1,0.000000039,6232.95,18.02
18234,P09651-1,2.1E-46,8.7E-39,522.4,46%,1,0.000000041,6166.72,18.02
311143,P25787,2.8E-46,1.1E-38,1069,45%,1,0.000000044,4296.24,18.02
352698,P58876,3E-46,1.2E-38,409.2,64%,1,0.000000044,4123.38,4125.83
5790078,Q01995,3E-46,1.2E-38,461.6,77%,1,0.000000044,2805.41,18.02
441433,P69891,2E-15,0.000000031,13.83,10%,4,0.000000046,15999.27,16009.28
404538,P62805,3.9E-46,1.6E-38,360.1,38%,1,0.000000047,4999.02,5001.96
3085652,P16402,4E-46,1.7E-38,0,90%,4,0.000000047,2237.43,2238.79
5583687,P10412,4E-46,1.6E-38,166.6,73%,1,0.000000047,3886.49,3888.88
427780,P62805,3.9E-46,1.6E-38,470.1,60%,1,0.000000047,2771.62,2773.24
4934067,P68871,2.1E-15,0.000000032,8.915,10%,4,0.000000048,16037.16,16047.16
165631,P16403,4.9E-46,2E-38,324.2,63%,1,0.000000049,3602.05,3604.21
522678,P68871,5.3E-46,2.2E-38,432.8,30%,1,0.00000005,9988.23,18.02
5431239,P69905,5.5E-46,2.3E-38,410.3,34%,1,0.000000051,10887.71,18.02
165315,P23528,5.5E-46,2.3E-38,425.1,62%,1,0.000000051,4473.37,18.02
1378,P62805,2.6E-15,0.000000039,357.8,16%,1,0.000000056,11271.35,11278.19
70210,P69905,2.6E-15,0.00000004,0.4139,6%,4,0.000000057,15360.84,15370.4
197257,P07737,8.7E-46,3.6E-38,350.8,74%,1,0.000000057,3778.97,18.02
435405,Q09666-1,9.8E-46,4.1E-38,553.6,30%,1,0.000000059,7773.11,18.02
6690,Q9BV40,2.9E-15,0.000000044,503.8,10%,1,0.000000061,11473.02,11480.29
4934082,P68871,3E-15,0.000000045,2.111,10%,4,0.000000061,16066.15,16076.16
300244,P08758,1.2E-45,4.9E-38,633.2,16%,1,0.000000062,21507.94,18.02
300132,P60709,1.3E-45,5.5E-38,601.5,18%,1,0.000000063,14063.09,18.02
218907,P62805,3.1E-15,0.000000047,23.87,11%,4,0.000000063,11383.4,11390.32
346099,P68871,3.1E-15,0.000000048,2.995,9%,4,0.000000064,16088.18,16098.22
323018,P62805,3.2E-15,0.000000048,3,10%,4,0.000000065,11383.4,11390.32
524930,P68871,3.2E-15,0.000000049,0.9691,5%,4,0.000000065,16264.29,16274.56
4933938,P68871,3.4E-15,0.000000052,19.99,10%,4,0.000000068,16079.17,16089.2
15920,P68871,3.5E-15,0.000000053,37.76,12%,4,0.000000069,15871.23,15881.2
435521,P50552,2.2E-45,9E-38,1011,47%,1,0.000000072,4095.03,18.02
339977,P10412,2.4E-45,9.7E-38,85.11,76%,1,0.000000073,2259.46,2260.84
5586431,P62753,2.4E-45,9.9E-38,346.3,47%,1,0.000000074,4781.75,18.02
16059,P68871,2.5E-45,1E-37,515.3,28%,1,0.000000074,10328.41,18.02
5790079,P30043,2.7E-45,1.1E-37,977,37%,1,0.000000075,8690.7,18.02
5583685,P10412,2.9E-45,1.2E-37,0,94%,4,0.000000077,1847.18,1848.31
352635,P23527,3.3E-45,1.4E-37,835.3,64%,1,0.000000079,4079.36,4081.78
339967,P10412,3.3E-45,1.4E-37,155,69%,1,0.000000079,3579.27,3581.44
1018,P14406,4.2E-15,0.000000064,337.1,19%,1,0.000000079,6717.58,6721.81
5424974,P69905,3.8E-45,1.6E-37,593.1,25%,1,0.000000081,10242.42,18.02
12319,P06454-1,4.4E-15,0.000000067,264.7,26%,1,0.000000082,3106.5,3108.32
341480,P16403,4E-45,1.7E-37,0.6695,89%,4,0.000000082,2081.3,2082.56
69100,P21333-1,4.5E-45,1.9E-37,580.4,47%,1,0.000000085,5485.91,18.02
422914,P84243,4.7E-15,0.000000071,0.1526,9%,4,0.000000086,15257.54,15266.85
5792754,P10412,4.8E-45,2E-37,0,66%,4,0.000000086,3241.98,3243.93
352925,P10412,6.8E-45,2.8E-37,362.9,65%,1,0.000000094,2545.55,2547.09
365616,P60709,6.8E-45,2.8E-37,551.6,37%,1,0.000000094,5517.63,18.02
75733,P60709,7E-45,2.9E-37,784.8,18%,1,0.000000094,15882.97,18.02
5792755,P16401,7.1E-45,2.9E-37,0.6695,55%,4,0.000000094,3052,3053.87
2807,Q8N257,5.4E-15,0.000000083,38.46,9%,4,0.000000096,13768.5,13776.92
12635,P05204,5.5E-15,0.000000083,288.6,15%,1,0.000000097,9255.07,9260.54
70169,P04406-1,8.3E-45,3.4E-37,426,88%,1,0.000000098,2699.44,18.02
415515,P62805,5.6E-15,0.000000085,1.756,12%,4,0.000000098,11355.41,11362.31
3481772,P68871,5.8E-15,0.000000088,0.2121,6%,4,0.0000001,16116.18,16126.23
4902219,P68871,5.9E-15,0.000000089,0.2996,10%,4,0.0000001,16318.12,16328.23
1224692,P68871,6.1E-15,0.000000093,0.5117,9%,4,0.0000001,12025.95,12033.45
441763,P68871,6.1E-15,0.000000093,1.761,11%,4,0.0000001,16035.22,16045.26
12646,P62805,6.1E-15,0.000000093,15.64,11%,4,0.0000001,11285.37,11292.22
3481808,P68871,6.3E-15,0.000000095,0.7901,7%,4,0.00000011,16120.23,16130.33
309021,P04075-1,1.2E-44,4.9E-37,872.2,51%,1,0.00000011,4337.22,18.02
5519663,P68871,6.6E-15,0.0000001,5.445,11%,4,0.00000011,16028.19,16038.22
5518399,P68871,1.6E-44,6.4E-37,685.9,24%,1,0.00000011,9815.18,18.02
300089,P62910,1.7E-44,7.2E-37,340.9,68%,1,0.00000012,3619.96,18.02
202369,P10412,1.9E-44,7.7E-37,96.43,64%,1,0.00000012,3789.44,3791.76
5790080,P68871,1.9E-44,7.9E-37,515.4,56%,1,0.00000012,2921.62,18.02
5736883,P10412,2.3E-44,9.4E-37,441.1,41%,1,0.00000013,4837.13,4840.1
5791559,Q13200-1,2.6E-44,1.1E-36,866,54%,1,0.00000013,4077.19,18.02
70280,P68871,8.4E-15,0.00000013,12.63,10%,4,0.00000013,16002.27,16012.39
23128,P05204,2.7E-44,1.1E-36,362.2,42%,1,0.00000013,4486.54,18.02
224695,P68871,8.7E-15,0.00000013,2.952,10%,4,0.00000013,15909.18,15919.14
1224717,P68871,9.3E-15,0.00000014,0.2996,5%,4,0.00000014,16069.12,16079.1
435253,P51991-1,4.6E-44,1.9E-36,1139,32%,1,0.00000015,6418.69,18.02
197311,P30041,5E-44,2.1E-36,400.5,42%,1,0.00000015,5839.93,18.02
424342,P62805,4.9E-44,2E-36,70.56,40%,1,0.00000015,5041.03,5044
3085586,P68871,5E-44,2.1E-36,332.2,33%,1,0.00000015,9244.79,18.02
225569,P68104-1,4.9E-44,2E-36,510.6,24%,1,0.00000015,9153.79,18.02
441755,P68871,1.1E-14,0.00000017,3.01,6%,4,0.00000016,15969.27,18.02
4971721,P00441,1.2E-14,0.00000018,186.3,10%,1,0.00000017,15824.84,18.02
200915,P22626-1,7.4E-44,3.1E-36,400.6,48%,1,0.00000017,4602,18.02
12311,Q7L7L0,1.2E-14,0.00000018,16.05,13%,4,0.00000017,14023.9,14032.32
1703151,P69905,9.9E-44,4.1E-36,2.818,22%,4,0.00000018,15097.78,18.02
3845737,O14818-1,1E-43,4.2E-36,605.5,40%,1,0.00000018,5346.84,18.02
272160,P68871,1.3E-14,0.0000002,0.2229,8%,4,0.00000018,16378.16,16388.38
5026621,P59666,1.3E-14,0.0000002,53.89,31%,1,0.00000018,3487.53,3490.08
432159,P05204,1.2E-43,4.8E-36,418.8,41%,1,0.00000019,4853.76,18.02
5792705,P60709,1.2E-43,4.9E-36,500.8,50%,1,0.00000019,4192.93,18.02
5790081,Q96HC4-1,1.4E-43,5.8E-36,628.3,45%,1,0.0000002,5059.6,18.02
5791434,P69905,1.5E-43,6E-36,286.6,41%,1,0.0000002,6119.08,18.02
68943,P04406-1,1.5E-43,6.2E-36,658.9,28%,1,0.0000002,10531.19,18.02
4902208,P68871,1.5E-14,0.00000023,1.761,6%,4,0.0000002,16398.09,16408.21
5791560,P30043,2E-43,8.3E-36,888.6,59%,1,0.00000021,3006.64,18.02
5790082,P30043,2.1E-43,8.7E-36,1366,46%,1,0.00000022,3676.02,18.02
165564,P29401-1,2.1E-43,8.7E-36,851.1,27%,1,0.00000022,6728.55,18.02
300938,Q9BTV4,2.4E-43,9.7E-36,833.3,27%,1,0.00000022,6744.45,18.02
197216,P60709,2.7E-43,1.1E-35,518.7,42%,1,0.00000023,5852.06,18.02
4662384,P68871,1.8E-14,0.00000028,0.5808,7%,4,0.00000023,16088.18,16098.22
420751,P09382,2.9E-43,1.2E-35,291.3,46%,1,0.00000023,3982.08,18.02
346170,P68871,1.9E-14,0.00000029,21.1,7%,4,0.00000024,16031.26,16041.39
5791561,P10412,4.1E-43,1.7E-35,277.8,64%,1,0.00000025,4195.55,4198.07
398262,P08670,4.6E-43,1.9E-35,392.2,57%,1,0.00000026,3339.6,18.02
1123,P14854,2.1E-14,0.00000032,166,10%,1,0.00000026,10096.69,10103.24
1813,Q15651-2,2.2E-14,0.00000033,439.7,12%,1,0.00000026,8241.49,8246.34
3481701,P68871,2.3E-14,0.00000035,381.5,8%,1,0.00000027,11870.08,11877.59
303890,P40926-1,5.6E-43,2.3E-35,630.7,58%,1,0.00000028,3463.02,18.02
5791447,Q15942-1,6E-43,2.5E-35,470.9,32%,1,0.00000028,6715.51,18.02
5791436,P06454-1,6.1E-43,2.5E-35,735.4,58%,1,0.00000028,2838.23,18.02
5790083,Q99879,7.4E-43,3.1E-35,515.3,58%,1,0.00000029,4176.44,4178.94
5519667,P68871,2.5E-14,0.00000038,0.3748,9%,4,0.0000003,16251.17,16261.29
528190,P60709,8E-43,3.3E-35,174.6,42%,1,0.0000003,7388.65,18.02
3465845,P69905,8.5E-43,3.5E-35,546.8,27%,1,0.0000003,9867.24,18.02
5796110,Q99497,8.9E-43,3.7E-35,532.1,31%,1,0.00000031,7317.86,18.02
341540,P16402,8.7E-43,3.6E-35,164.5,74%,1,0.00000031,2535.63,2537.17
339958,P10412,8.9E-43,3.7E-35,236.4,69%,1,0.00000031,3391.18,3393.26
225186,P10412,9.7E-43,4E-35,0.2348,50%,4,0.00000031,4226.42,4228.95
433206,P22626-1,1E-42,4.1E-35,600.6,41%,1,0.00000031,4047.75,18.02
4933945,P68871,2.7E-14,0.00000041,0.9691,5%,4,0.00000031,16304.11,16314.2
186282,P59998-1,1.1E-42,4.4E-35,393.7,39%,1,0.00000032,5632.02,18.02
616886,P10412,1.2E-42,4.9E-35,46.05,70%,1,0.00000033,2484.61,2486.13
4919902,P59665,3.1E-14,0.00000047,98.74,31%,1,0.00000034,3441.53,3444.05
5791442,P00915,2.3E-42,9.4E-35,580.1,51%,1,0.00000039,4744.2,18.02
5055,P06703,3.6E-14,0.00000055,3.01,8%,4,0.00000039,10084.31,18.02
169739,P62805,3.9E-14,0.0000006,17.67,9%,4,0.00000041,11383.4,11390.32
5228037,P59665,3.1E-42,1.3E-34,3.01,66%,4,0.00000042,3444.55,18.02
432636,P16402,3.2E-42,1.3E-34,404.2,59%,1,0.00000042,4381.75,4384.41
4903002,P68871,4.1E-14,0.00000062,1.249,5%,4,0.00000042,16166.26,16176.45
224702,P68871,4.1E-14,0.00000062,3.009,10%,4,0.00000042,16063.25,16073.32
200669,A0A2R8Y619,3.5E-42,1.4E-34,204.9,62%,1,0.00000043,3566.98,18.02
4657138,P68871,4.3E-14,0.00000066,16.41,11%,4,0.00000044,16143.21,16153.3
5791437,P60709,4.3E-42,1.8E-34,533.9,54%,1,0.00000045,3268.51,18.02
7375,P62805,4.6E-14,0.0000007,1.76,12%,4,0.00000046,11327.38,11334.26
528291,P08670,4.7E-42,2E-34,330,71%,1,0.00000046,2404.23,18.02
525111,P68871,5E-42,2E-34,402.9,37%,1,0.00000047,9975.21,18.02
4943509,P69905,4.8E-14,0.00000074,8.208,11%,4,0.00000048,15143.76,15153.29
29404,P61513,6.5E-42,2.7E-34,465.8,58%,1,0.0000005,4193.41,18.02
294562,P68871,5.2E-14,0.00000079,0.164,9%,4,0.0000005,11973.99,11981.49
5791440,P68104-1,7.8E-42,3.2E-34,394.2,77%,1,0.00000053,2651.58,18.02
1224675,P68871,5.7E-14,0.00000087,125.2,10%,1,0.00000054,11744.04,11751.47
5792756,Q14011-1,1E-41,4.2E-34,484.7,48%,1,0.00000056,3262.34,18.02
73107,P60709,1.1E-41,4.7E-34,632.5,31%,1,0.00000058,8459.31,18.02
186044,P60709,1.2E-41,5.1E-34,502.1,39%,1,0.00000059,5500.83,18.02
5791451,P62241,1.3E-41,5.4E-34,345.5,65%,1,0.0000006,3109.75,18.02
5484564,P69905,1.4E-41,5.8E-34,998.9,34%,1,0.00000061,5588.07,18.02
6244,P0C0S8,6.8E-14,0.000001,166.1,12%,1,0.00000061,14035.93,14044.37
346011,P68871,6.8E-14,0.000001,7.968,10%,4,0.00000062,15998.26,18.02
5791477,P68871,1.7E-41,7.1E-34,138.9,34%,1,0.00000064,10017.22,18.02
3639913,P38571-1,1.9E-41,7.7E-34,810.3,36%,1,0.00000065,7159.66,18.02
435349,P04839,2E-41,8.1E-34,359.7,48%,1,0.00000066,5113.55,18.02
70180,Q96PK6-1,2.2E-41,9E-34,507.6,54%,1,0.00000068,3724.87,18.02
70258,P68871,7.9E-14,0.0000012,1.285,10%,4,0.00000069,16035.22,16045.26
603955,P16402,2.6E-41,1.1E-33,95.3,36%,1,0.0000007,4984.15,4987.19
12676,P62805,8.2E-14,0.0000012,2.738,11%,4,0.00000071,11313.36,11320.23
5791435,P04406-1,2.7E-41,1.1E-33,426.5,83%,1,0.00000072,2471.33,18.02
7513,P05114,8.5E-14,0.0000013,3.01,10%,4,0.00000073,10563.56,10569.75
70157,P00505-1,3.1E-41,1.3E-33,614.9,59%,1,0.00000074,2908.55,18.02
226265,P30043,3.1E-41,1.3E-33,425.4,53%,1,0.00000074,4717.22,18.02
165204,P07737,3.4E-41,1.4E-33,456.3,47%,1,0.00000075,4323.29,18.02
389991,P62805,9E-14,0.0000014,1.757,10%,4,0.00000075,11355.41,11362.31
5583638,P16402,3.5E-41,1.5E-33,170.9,62%,1,0.00000076,3728.36,3730.63
70239,P68871,9.4E-14,0.0000014,22.56,8%,4,0.00000078,15998.26,16008.31
225434,P08758,4E-41,1.7E-33,578.4,31%,1,0.00000078,5775.95,18.02
1212201,P69905,4.1E-41,1.7E-33,3.006,22%,4,0.00000078,15139.79,18.02
346439,P69905,9.9E-14,0.0000015,0.2997,6%,4,0.00000081,15440.8,15450.38
5791438,P69905,5E-41,2.1E-33,491.9,54%,1,0.00000082,3094.53,18.02
5790084,P62979,5.2E-41,2.1E-33,618.8,73%,1,0.00000083,2837.8,18.02
420731,P30043,5.2E-41,2.1E-33,845.9,41%,1,0.00000083,5158.83,18.02
225562,P32119-1,5.9E-41,2.5E-33,603.7,54%,1,0.00000086,2757.44,18.02
5736778,P38646,6.7E-41,2.8E-33,343,52%,1,0.00000088,4470.31,18.02
5793847,Q99880,6.9E-41,2.9E-33,21.17,61%,4,0.00000089,4109.4,4111.85
346166,P68871,1.2E-13,0.0000018,6.256,10%,4,0.00000092,16082.24,16092.37
305455,P62805,1.3E-13,0.0000019,38.01,11%,4,0.00000098,11327.41,11334.29
309066,P02788-1,1.1E-40,4.4E-33,583.7,54%,1,0.00000099,3977.92,18.02
425484,P62805,1.1E-40,4.6E-33,96.17,57%,1,0.000001,2315.38,2316.74
376997,P05164-1,1.2E-40,4.8E-33,714.7,43%,1,0.000001,5524.73,18.02
184175,P60709,1.2E-40,5.1E-33,521.2,17%,1,0.000001,16109.14,18.02
5792703,P10412,1.3E-40,5.3E-33,329.4,64%,1,0.000001,3370.08,3372.11
311626,P08134,1.3E-40,5.2E-33,1078,51%,1,0.000001,4166.27,18.02
300269,P06702,1.4E-13,0.0000021,203.6,12%,1,0.000001,13192.51,13200.89
448156,P68871,1.4E-40,5.7E-33,397.6,49%,1,0.000001,3702.97,18.02
73991,P01011-1,1.4E-40,5.8E-33,551.6,44%,1,0.0000011,4123.22,18.02
4978633,P06703,1.5E-13,0.0000022,356.2,10%,1,0.0000011,10122.27,10128.53
70243,P68871,1.5E-13,0.0000023,2.402,10%,4,0.0000011,15951.19,15961.18
70287,P68104-1,1.7E-40,7E-33,389.5,75%,1,0.0000011,2850.71,18.02
311772,P49720,2E-40,8.4E-33,1090,58%,1,0.0000012,3629.78,18.02
185283,P84243,1.6E-13,0.0000025,1.105,8%,4,0.0000012,15229.51,15238.8
70261,P68871,1.6E-13,0.0000025,13.86,8%,4,0.0000012,16040.27,16050.35
528371,P51991-1,2.4E-40,1E-32,612,48%,1,0.0000012,4847.08,18.02
3481739,P68871,1.7E-13,0.0000026,3.011,10%,4,0.0000012,16031.16,16041.16
165380,P60709,2.8E-40,1.2E-32,501.4,28%,1,0.0000013,9491.87,18.02
5790085,P11142-1,3.4E-40,1.4E-32,695.1,34%,1,0.0000013,6221.11,18.02
218827,P20671,1.9E-13,0.0000029,109.6,9%,1,0.0000013,14051.92,14060.37
259043,P68871,2E-13,0.000003,0.6933,8%,4,0.0000013,16210.16,16220.24
16674,P68871,5.8E-17,2.4E-09,91.79,12%,1,0.0000014,16017.28,16027.41
390211,P84243,2.2E-13,0.0000033,0.04837,10%,4,0.0000014,15313.53,15322.88
477106,Q71DI3,2.2E-13,0.0000033,2.952,7%,4,0.0000014,15303.53,15312.95
165182,P59665,5.6E-40,2.3E-32,337.8,60%,1,0.0000015,3005.44,18.02
346109,P68871,2.3E-13,0.0000036,304.9,7%,1,0.0000015,16515.11,16525.37
224632,P68871,6.3E-40,2.6E-32,796.2,70%,1,0.0000015,4176.18,18.02
5791461,P04406-1,6.3E-40,2.6E-32,928,53%,1,0.0000015,3096.71,18.02
345990,P68871,7.8E-40,3.2E-32,691.8,24%,1,0.0000016,10026.19,18.02
259347,P37802-1,7.9E-40,3.3E-32,601.7,26%,1,0.0000016,9097.39,18.02
222716,P68871,2.6E-13,0.0000039,2.966,8%,4,0.0000016,15951.19,15961.18
70285,P10412,8E-40,3.3E-32,0,47%,4,0.0000016,4213.72,4216.31
186243,Q9H299,8.5E-40,3.5E-32,471.8,32%,1,0.0000016,7124.74,18.02
4919904,P59665,2.8E-13,0.0000043,50.7,38%,1,0.0000018,3443.54,18.02
15876,P02775,3.1E-13,0.0000046,289.1,13%,1,0.0000018,9285.84,9291.74
5428749,P68871,3.2E-13,0.0000049,0.5121,10%,4,0.0000019,11857.06,11864.55
170720,P68871,3.2E-13,0.0000049,34.4,6%,4,0.0000019,15899.26,15909.26
4934291,P68871,3.3E-13,0.000005,7.452,10%,4,0.0000019,16188.13,16198.18
16313,Q71UI9,3.4E-13,0.0000052,218.2,10%,1,0.000002,13369.49,13377.49
339917,P10412,1.9E-39,7.8E-32,60.54,50%,1,0.000002,5123.26,5126.39
5790086,P62979,2E-39,8.3E-32,542.9,62%,1,0.0000021,2709.71,18.02
5791489,P69905,2.3E-39,9.5E-32,294.7,52%,1,0.0000021,3090.61,18.02
73301,O14950,2.5E-39,1E-31,376.3,64%,1,0.0000022,3417.78,18.02
4933668,P68871,3.9E-13,0.0000059,1.12,8%,4,0.0000022,16037.16,16047.16
528372,P51991-1,2.7E-39,1.1E-31,589.6,48%,1,0.0000022,2959.33,18.02
466392,P68871,4E-13,0.0000061,42.48,5%,1,0.0000022,16162.2,16172.35
68946,P04406-1,3E-39,1.3E-31,517.9,24%,1,0.0000023,10357.36,18.02
441703,P68871,4.1E-13,0.0000063,2.906,10%,4,0.0000023,16007.22,18.02
2383164,P62899-1,3.9E-39,1.6E-31,408.7,40%,1,0.0000024,4840.8,18.02
435525,Q15365,4.1E-39,1.7E-31,601.1,36%,1,0.0000025,5578.83,18.02
184180,P60709,4.4E-39,1.8E-31,193.1,26%,1,0.0000025,9940.82,18.02
311169,P04040,4.4E-39,1.8E-31,513.9,42%,1,0.0000025,5790.95,18.02
603943,P24752-1,5.3E-39,2.2E-31,759.3,26%,1,0.0000026,7698.24,18.02
5350251,P60709,6.3E-39,2.6E-31,24.24,33%,4,0.0000027,5533.63,18.02
5799194,P02792,6.5E-39,2.7E-31,1184,29%,1,0.0000028,9892.98,18.02
5790087,P08670,6.7E-39,2.7E-31,560.9,68%,1,0.0000028,2475.27,18.02
340285,P16401,6.8E-39,2.8E-31,0.1931,73%,4,0.0000028,2699.74,2701.38
5739259,Q99877,7E-39,2.9E-31,336.2,58%,1,0.0000028,4109.37,4111.81
421277,P68871,5.4E-13,0.0000082,1.664,8%,4,0.0000028,16022.2,16032.22
339951,P10412,7.4E-39,3.1E-31,231.3,68%,1,0.0000028,2618.64,2620.22
30177,P04908,8.2E-39,3.4E-31,0.2996,92%,4,0.0000029,1474.84,1475.71
5790088,P62736,8.5E-39,3.5E-31,480.2,30%,1,0.0000029,7033.39,18.02
5583669,P16403,8.8E-39,3.7E-31,157.2,62%,1,0.0000029,2757.78,2759.47
4634,Q99880,5.9E-13,0.000009,182.3,10%,1,0.000003,13812.56,13821.02
3085678,P10412,1.1E-38,4.4E-31,221.3,70%,1,0.0000031,3441.19,3443.27
5791467,P16402,1.2E-38,5E-31,196.8,40%,1,0.0000032,4739.79,4742.64
300081,P25705-1,1.4E-38,5.9E-31,827.4,28%,1,0.0000033,8083.26,18.02
1028,P30049,6.8E-13,0.00001,194.4,4%,1,0.0000034,15010.74,15019.93
5790089,P60709,1.6E-38,6.8E-31,3.01,29%,4,0.0000034,6248.94,18.02
259014,P68871,7E-13,0.000011,1.761,10%,4,0.0000034,16101.2,16111.26
13624,Q99880,7.1E-13,0.000011,110.5,7%,1,0.0000034,13854.57,13863.06
5790090,P29401-1,1.7E-38,7.1E-31,787.3,52%,1,0.0000035,3523.62,18.02
224690,P68871,1.8E-38,7.2E-31,425.6,53%,1,0.0000035,3419.85,18.02
420749,P62241,1.9E-38,7.8E-31,310.7,55%,1,0.0000035,3903.19,18.02
5791562,P60709,2E-38,8.1E-31,361.5,74%,1,0.0000035,2582.28,18.02
340020,P16403,2E-38,8.5E-31,160.9,45%,1,0.0000036,4762.96,4765.84
1119,P63220,7.7E-13,0.000012,275.3,11%,1,0.0000037,9147.58,9153.42
23202,P50914,2.2E-38,9.3E-31,408.5,50%,1,0.0000037,4785.76,18.02
823453,P68871,8E-13,0.000012,1.077,8%,4,0.0000037,15970.26,15980.3
