PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
224684,P68871,1.4E-27,6E-20,1.786,15%,4,0.000058,15131.82,18.02
998725,P62805,1.2E-27,4.9E-20,3.524,25%,4,0.000058,8006.62,8011.43
4669670,P69905,1.4E-27,5.7E-20,1.751,11%,4,0.000058,15177.75,18.02
5475769,P00738-1,1.2E-27,4.9E-20,11.57,16%,4,0.000058,16089.75,18.02
1223775,P68871,1.4E-27,5.6E-20,1.247,16%,4,0.000058,16098.11,18.02
5518660,P68871,1.2E-27,4.8E-20,1.185,15%,4,0.000058,15291.75,18.02
478825,P62081,1.3E-27,5.6E-20,273.4,20%,1,0.000058,10300.63,18.02
272103,P68871,1.5E-27,6.2E-20,6.375,16%,4,0.000058,16129.3,18.02
441884,P68871,1.1E-27,4.7E-20,3.014,17%,4,0.000058,16022.2,18.02
5517976,P68871,1.5E-27,6.1E-20,2.635,19%,4,0.000058,13021.68,18.02
4927896,P00738-1,1.5E-27,6.1E-20,6.199,13%,4,0.000058,15933.64,18.02
5518009,P68871,1.7E-27,7.2E-20,3.01,15%,4,0.000058,10097.19,18.02
5519285,P68871,1.7E-27,7E-20,2.726,15%,4,0.000058,16167.25,18.02
5518304,P68871,1.7E-27,6.9E-20,0.7913,11%,4,0.000058,15865.08,18.02
5506020,P62805,1.7E-27,6.9E-20,0.2803,29%,4,0.000058,6476.79,6480.67
5431272,P62805,1.6E-27,6.5E-20,249.9,28%,1,0.000058,7622.45,7627.02
346085,P68871,1.9E-27,7.9E-20,319.1,12%,1,0.000058,15406.99,18.02
5505996,P62805,1.6E-27,6.4E-20,0.1223,22%,4,0.000058,10159.73,10165.93
433230,Q13884-1,1.8E-27,7.4E-20,271,30%,1,0.000058,4392.35,18.02
3480091,P68871,1.5E-27,6.3E-20,10.37,17%,4,0.000058,16018.14,18.02
5431296,P68871,2.4E-27,9.8E-20,464.3,12%,1,0.000058,14578.56,18.02
3480062,P68871,2.4E-27,9.7E-20,404.7,33%,1,0.000058,7531.89,18.02
441741,P68871,2.3E-27,9.7E-20,2.938,17%,4,0.000058,15867.14,18.02
4933255,P68871,2.7E-27,1.1E-19,3.01,14%,4,0.000058,15262.95,18.02
70232,P68871,2.3E-27,9.5E-20,332.4,51%,1,0.000058,5358.77,18.02
224670,P68871,2.7E-27,1.1E-19,5.122,17%,4,0.000058,15884.18,18.02
22215,P06454-1,2.3E-27,9.3E-20,962.4,35%,1,0.000058,3870.58,18.02
3480055,P68871,2.4E-27,1E-19,378,34%,1,0.000058,5616.97,18.02
441804,P68871,2.3E-27,9.3E-20,289.9,29%,1,0.000058,7933.03,18.02
73943,P68871,2.4E-27,1E-19,1.449,15%,4,0.000058,16059.29,18.02
1816520,P68871,2.2E-27,9.1E-20,0.3851,10%,4,0.000058,16181.27,18.02
184188,P60709,2.9E-27,1.2E-19,18.68,18%,4,0.000058,11538.66,18.02
5505979,P62805,2.1E-27,8.7E-20,7.427,20%,4,0.000058,10999.23,11005.92
20389,Q99879,2.8E-60,1.2E-52,513,41%,1,0.000058,11765.34,11772.56
5465436,O15347,2.1E-27,8.6E-20,853.3,46%,1,0.000058,3476.46,18.02
346025,P68871,2.1E-27,8.6E-20,256.2,30%,1,0.000058,7995.14,18.02
181623,P46779-1,3.1E-27,1.3E-19,331.3,12%,1,0.000058,15474.58,18.02
5433398,P68871,3E-27,1.3E-19,294.2,23%,1,0.000058,8680.39,18.02
5518301,P68871,3E-27,1.2E-19,1.209,13%,4,0.000058,15852.06,18.02
5519433,P68871,3.3E-27,1.3E-19,1.761,15%,4,0.000058,13613.94,18.02
5532437,P61254,1.4E-19,5.8E-12,281.3,12%,1,0.000058,14194.03,18.02
5518667,P68871,1.4E-19,5.7E-12,469.5,13%,1,0.000058,12938.69,18.02
5453769,P10412,3.7E-27,1.5E-19,320,19%,1,0.000058,9908.64,9914.54
5518904,P68871,1.3E-19,5.6E-12,53.85,14%,1,0.000058,10796.42,18.02
5517938,P68871,1.5E-19,6.1E-12,205.6,25%,1,0.000058,7246.77,18.02
5412153,P68871,1.3E-19,5.5E-12,0.7918,10%,4,0.000058,14260.33,18.02
4943481,P69905,1.5E-19,6E-12,72.97,7%,1,0.000058,13463.74,18.02
258935,P68871,1.3E-19,5.5E-12,339.6,11%,1,0.000058,13353.91,18.02
5518849,P68871,1.5E-19,6E-12,322.2,13%,1,0.000058,13051.71,18.02
5518286,P68871,1.3E-19,5.3E-12,299.3,11%,1,0.000058,15697.92,18.02
5518577,P68871,1.5E-19,6E-12,1.761,7%,4,0.000058,12553.36,18.02
5519060,P68871,1.1E-19,4.5E-12,1.761,16%,4,0.000059,11141.6,18.02
5309525,P0DP24,1.3E-19,5.2E-12,1.052,12%,4,0.000059,16761.58,18.02
5506015,P62805,1.1E-19,4.4E-12,1.991,23%,4,0.000059,10956.19,10962.86
5518721,P68871,1.1E-19,4.5E-12,276.1,19%,1,0.000059,8254.22,18.02
5431329,P62805,1.3E-19,5.2E-12,0.7918,16%,4,0.000059,10956.19,10962.86
4919881,P59665,1.1E-19,4.3E-12,30.1,34%,4,0.000059,3443.54,18.02
3479907,P68871,1.1E-19,4.5E-12,0.4139,10%,4,0.000059,15371.9,18.02
5428679,P68871,1.2E-19,5.2E-12,182.7,10%,1,0.000059,15429.03,18.02
5518088,P68871,1E-19,4.3E-12,307.1,8%,1,0.000059,12983.5,18.02
5496065,P00441,1.1E-19,4.5E-12,2.492,13%,4,0.000059,15817.75,18.02
184559,P63261,1.2E-19,5E-12,129,16%,1,0.000059,11381.59,18.02
5519224,P68871,1E-19,4.2E-12,170.2,22%,1,0.000059,8774.39,18.02
5518285,P68871,1.1E-19,4.4E-12,385.6,12%,1,0.000059,8580.32,18.02
5446198,P04406-1,1.2E-19,5E-12,11.57,15%,4,0.000059,13041.75,18.02
5375969,P60903,4.1E-27,1.7E-19,0.9691,16%,4,0.000059,11048.43,18.02
5518258,P68871,9.9E-20,4.1E-12,21.14,17%,4,0.000059,12719.52,18.02
5518742,P68871,1.1E-19,4.4E-12,29.75,15%,4,0.000059,10881.59,18.02
5519389,P68871,1.1E-19,4.6E-12,255.5,10%,1,0.000059,14805.47,18.02
5518083,P68871,1.2E-19,5E-12,351.1,25%,1,0.000059,6715.29,18.02
5518410,P68871,3.9E-27,1.6E-19,49.07,14%,1,0.000059,10196.26,18.02
5505959,P62805,9.8E-20,4.1E-12,3.003,15%,4,0.000059,10799.1,10805.69
5519141,P68871,1.1E-19,4.4E-12,3.01,13%,4,0.000059,10975.53,18.02
5519358,P68871,1.2E-19,4.9E-12,1.761,15%,4,0.000059,11872.02,18.02
5519388,P68871,8.7E-20,3.6E-12,13.97,20%,4,0.000059,10767.43,18.02
514632,P68871,9.3E-20,3.8E-12,2.656,14%,4,0.000059,15173.83,18.02
3350,P16949-1,9.8E-20,4E-12,30.11,8%,4,0.000059,17202.92,17213.36
270099,P05783,3.9E-27,1.6E-19,243.1,57%,1,0.000059,2853.4,18.02
339776,Q8IUE6,1.2E-19,4.9E-12,14.31,15%,4,0.000059,12324.9,12332.3
4933602,P68871,8.2E-20,3.4E-12,297,11%,1,0.000059,13280.71,18.02
33478,P06748-1,9.3E-20,3.8E-12,233.1,21%,1,0.000059,7004.1,18.02
5478712,Q9NZN4-1,9.5E-20,3.9E-12,314,4%,1,0.000059,39974.84,18.02
5518730,P68871,1.2E-19,4.9E-12,0.5799,11%,4,0.000059,12885.57,18.02
5518373,P68871,3.8E-27,1.6E-19,265.6,30%,1,0.000059,7611.85,18.02
3480100,P68871,8.2E-20,3.4E-12,226.9,25%,1,0.000059,6970.51,18.02
5076749,P00338-1,9.3E-20,3.8E-12,3.01,16%,4,0.000059,9952.28,18.02
4969801,P02042,9.5E-20,3.9E-12,253.5,32%,1,0.000059,3544.81,18.02
5518199,P68871,1.2E-19,4.9E-12,3.01,20%,4,0.000059,6805.43,18.02
472432,P68431,8E-20,3.3E-12,0.007342,15%,4,0.000059,12514.84,12522.69
272298,P69905,9.2E-20,3.8E-12,132,20%,1,0.000059,11095.77,18.02
5518372,P68871,3.7E-27,1.5E-19,1.69,15%,4,0.000059,15080.68,18.02
5519196,P68871,9.5E-20,3.9E-12,1.761,11%,4,0.000059,15409.86,18.02
823444,P68871,4.3E-27,1.8E-19,0.4576,11%,4,0.000059,15747.94,18.02
5518379,P68871,1.1E-19,4.7E-12,0.5733,10%,4,0.000059,16129.2,18.02
4933303,P68871,7.9E-20,3.3E-12,3.008,12%,4,0.000059,13831.03,18.02
5482746,P0DP24,9E-20,3.7E-12,1.018,14%,4,0.000059,16780.65,18.02
5431344,P26373-1,9.4E-20,3.9E-12,305.3,38%,1,0.000059,3315.79,18.02
5518530,P68871,3.7E-27,1.5E-19,1.761,11%,4,0.000059,13598.89,18.02
435388,P00558-1,4.2E-27,1.7E-19,74.1,16%,1,0.000059,10886.85,18.02
4969792,P02042,7.7E-20,3.2E-12,257.5,29%,1,0.000059,5562.89,18.02
5519009,P68871,8.9E-20,3.7E-12,3.01,9%,4,0.000059,13362.87,18.02
5518153,P68871,9.4E-20,3.9E-12,290.2,13%,1,0.000059,9418.97,18.02
5484586,P69905,7.6E-20,3.2E-12,263.2,14%,1,0.000059,10379.48,18.02
4933852,P68871,7.5E-20,3.1E-12,0.5799,12%,4,0.000059,15073.74,18.02
5518268,P68871,7.5E-20,3.1E-12,1.761,11%,4,0.000059,14945.64,18.02
5519139,P68871,4.4E-27,1.8E-19,326.6,15%,1,0.000059,12084.01,18.02
5519115,P68871,7.5E-20,3.1E-12,3.01,17%,4,0.000059,10793.53,18.02
823500,P68871,7.4E-20,3.1E-12,1.729,10%,4,0.000059,15951.12,18.02
5415857,P15311,4.4E-27,1.8E-19,315.6,16%,1,0.000059,12377.14,18.02
5120816,P63261,7.4E-20,3.1E-12,11.85,14%,4,0.000059,14039.94,18.02
5518152,P68871,7.4E-20,3.1E-12,3.01,25%,4,0.000059,7028.54,18.02
1816545,P68871,7.4E-20,3.1E-12,3.01,16%,4,0.000059,9988.23,18.02
5518666,P68871,7.2E-20,3E-12,1.761,11%,4,0.000059,14754.49,18.02
441771,P68871,4.7E-27,2E-19,2.982,10%,4,0.000059,15205.67,18.02
536646,P68871,7.2E-20,3E-12,242.9,11%,1,0.000059,15065.81,18.02
5518114,P68871,4.7E-27,1.9E-19,370.1,13%,1,0.000059,15586.12,18.02
5517998,P68871,5.8E-27,2.4E-19,1.162,16%,4,0.000059,16139.26,18.02
5518593,P68871,6.9E-20,2.9E-12,3.01,10%,4,0.000059,10965.61,18.02
623770,P02671-1,6.7E-20,2.8E-12,296.8,15%,1,0.000059,11400.63,18.02
5350560,P60709,5.6E-27,2.3E-19,108.9,20%,1,0.000059,11344.49,18.02
4933661,P68871,6.5E-20,2.7E-12,3.01,12%,4,0.000059,15318.72,18.02
5431298,P68871,5.4E-27,2.2E-19,1.23,13%,4,0.000059,15340.83,18.02
5518428,P68871,6.6E-27,2.7E-19,1.761,12%,4,0.000059,14304.33,18.02
5519231,P68871,6.5E-20,2.7E-12,0.5799,14%,4,0.000059,11050.51,18.02
4934018,P68871,5E-27,2.1E-19,1.519,15%,4,0.000059,15980.19,18.02
5518369,P68871,6.4E-20,2.7E-12,1.74,9%,4,0.000059,15759.07,18.02
346017,P68871,6.1E-27,2.5E-19,17.22,17%,4,0.000059,15918.11,18.02
5518791,P68871,6.4E-20,2.6E-12,3.01,15%,4,0.000059,8622.39,18.02
5214229,P68871,5E-27,2.1E-19,0.2482,12%,4,0.000059,14996.66,18.02
5518043,P68871,6E-27,2.5E-19,5.164,15%,4,0.000059,16140.12,18.02
5137890,P06454-2,6.1E-20,2.5E-12,3.01,18%,4,0.000059,11018.48,18.02
224551,P04406-1,9.5E-27,3.9E-19,213.9,16%,1,0.000059,14113.26,18.02
1816539,P68871,6.4E-20,2.6E-12,0.4845,11%,4,0.000059,16139.26,18.02
525162,P68871,6E-27,2.5E-19,0.7918,18%,4,0.000059,15009.64,18.02
197349,P02679-2,6E-20,2.5E-12,213.4,20%,1,0.000059,6300.23,18.02
5518592,P68871,6.4E-20,2.6E-12,3.01,7%,4,0.000059,13839.15,18.02
5505972,P62805,8.3E-27,3.4E-19,1.761,16%,4,0.000059,10999.23,11005.92
165453,Q99497,9.3E-27,3.8E-19,405.5,23%,1,0.000059,8080.2,18.02
74568,P21333-1,5.9E-20,2.4E-12,189.3,12%,1,0.000059,16067.2,18.02
5519387,P68871,6.3E-20,2.6E-12,3.01,20%,4,0.000059,10297.08,18.02
5436327,P84243,7.9E-27,3.3E-19,0.005229,20%,4,0.000059,12494.92,12502.62
5505955,P62805,9.3E-27,3.8E-19,46.44,17%,1,0.000059,10999.23,11005.92
5451137,P0DP25,5.9E-20,2.4E-12,13.58,13%,4,0.000059,16810.69,18.02
4933247,P68871,6.2E-20,2.6E-12,1.249,8%,4,0.000059,12249.22,18.02
5455013,P22626-1,7E-27,2.9E-19,274.4,20%,1,0.000059,11690.92,18.02
259190,P02042,7.5E-27,3.1E-19,321.1,16%,1,0.000059,15895.15,18.02
5499092,P07305,5.9E-20,2.4E-12,261.7,13%,1,0.000059,9272,9277.61
224640,P68871,9.2E-27,3.8E-19,1.246,10%,4,0.000059,15838.15,18.02
4933557,P68871,6.2E-20,2.6E-12,0.5732,12%,4,0.000059,15951.12,18.02
4933409,P68871,1.1E-26,4.7E-19,37.62,20%,4,0.000059,10824.57,18.02
5518953,P68871,5.7E-20,2.4E-12,321.5,11%,1,0.000059,15668.93,18.02
5519230,P68871,6.1E-20,2.5E-12,0.7918,12%,4,0.000059,12152.16,18.02
336680,Q00325-1,7.5E-27,3.1E-19,355.8,16%,1,0.000059,11555.38,18.02
5532742,P19105,9.2E-27,3.8E-19,661,10%,1,0.000059,19348.29,18.02
5415868,Q15109-1,1.1E-26,4.4E-19,503.3,22%,1,0.000059,7622.9,18.02
5500651,P15311,5.5E-20,2.3E-12,275.8,17%,1,0.000059,8333.22,18.02
170672,P68871,7.4E-27,3.1E-19,5.714,15%,4,0.000059,16139.26,18.02
5519286,P68871,8.9E-27,3.7E-19,0.5749,15%,4,0.000059,15759.07,18.02
4933291,P68871,1E-26,4.2E-19,0.7741,16%,4,0.000059,16018.14,18.02
5496716,P04792,5.4E-20,2.2E-12,1.761,12%,4,0.000059,14260.14,18.02
5521228,Q9H4M9,7.4E-27,3.1E-19,438.7,15%,1,0.000059,14964.65,18.02
5428735,P68871,8.9E-27,3.7E-19,0.4576,10%,4,0.000059,15074.72,18.02
271119,O60814,5.3E-20,2.2E-12,132.7,17%,1,0.000059,12148.6,12156.05
5518591,P68871,5.3E-20,2.2E-12,0.7918,13%,4,0.000059,13342.79,18.02
441844,P68871,7.2E-27,3E-19,3.01,17%,4,0.000059,15145.77,18.02
4933698,P68871,5.1E-20,2.1E-12,241.5,19%,1,0.000059,8538.31,18.02
346097,P68871,7.2E-27,3E-19,22.63,17%,4,0.000059,15178.85,18.02
5518409,P68871,5.1E-20,2.1E-12,3.01,17%,4,0.000059,9727.85,18.02
5518848,P68871,4.9E-20,2E-12,1.761,12%,4,0.000059,15002.74,18.02
5518320,P68871,4.9E-20,2E-12,59.73,7%,1,0.000059,13567.02,18.02
5428662,P68871,1.3E-26,5.3E-19,0.7918,11%,4,0.000059,14033.16,18.02
5486437,P26583,1.4E-26,5.9E-19,475.5,37%,1,0.000059,4219.7,18.02
441893,P02042,4.6E-20,1.9E-12,310.6,11%,1,0.000059,15815.18,18.02
5076806,P00338-1,4.9E-20,2E-12,0.5773,14%,4,0.000059,10178.45,18.02
4669787,P68871,1.3E-26,5.2E-19,0.9691,12%,4,0.000059,15289.85,18.02
5505946,P62805,4.6E-20,1.9E-12,1.761,22%,4,0.000059,7664.46,7669.06
417578,P68871,4.8E-20,2E-12,3.01,13%,4,0.000059,15477.99,18.02
5418070,P51608-1,1.4E-26,5.7E-19,330.5,18%,1,0.000059,14198.95,18.02
5519328,P68871,4.6E-20,1.9E-12,2.99,12%,4,0.000059,15271.84,18.02
5482078,P60709,4.8E-20,2E-12,191.9,5%,1,0.000059,35433.8,18.02
226080,P30086,1.3E-26,5.2E-19,265.4,24%,1,0.000059,9967.14,18.02
5466150,P14317-1,1.4E-26,5.6E-19,237.1,40%,1,0.000059,5608.65,18.02
73361,P68871,4.5E-20,1.9E-12,1.208,12%,4,0.000059,16180.27,18.02
310235,P68871,4.7E-20,2E-12,0.4576,8%,4,0.000059,16289.23,16299.46
310234,P68871,1.3E-26,5.2E-19,0.7914,14%,4,0.000059,16180.27,18.02
5518074,P68871,1.3E-26,5.6E-19,18.19,14%,4,0.000059,15380.94,18.02
5337325,P69905,4.3E-20,1.8E-12,1.249,6%,4,0.000059,15097.78,18.02
5519386,P68871,4.7E-20,1.9E-12,3.01,11%,4,0.000059,14847.48,18.02
239979,P68871,1.2E-26,5.1E-19,262.7,12%,1,0.000059,15758.18,18.02
5518526,P68871,1.3E-26,5.5E-19,3.009,15%,4,0.000059,15903.03,18.02
523291,P62910,4.3E-20,1.8E-12,261.1,22%,1,0.000059,7222.27,18.02
270915,P0C0S8,4.6E-20,1.9E-12,82.64,16%,1,0.000059,11883.72,11890.93
346007,P68871,1.5E-26,6.4E-19,11.98,15%,4,0.000059,15890.01,18.02
303618,P09429,4.2E-20,1.7E-12,1020,21%,1,0.000059,4774.84,18.02
4933521,P68871,1.3E-26,5.4E-19,1.761,15%,4,0.000059,15791.19,18.02
595476,P68871,1.5E-26,6.2E-19,0.7898,11%,4,0.000059,16181.27,18.02
5518151,P68871,4.1E-20,1.7E-12,221.1,27%,1,0.000059,7454.82,18.02
27734,P51970,4.1E-20,1.7E-12,976.5,32%,1,0.000059,2662.28,18.02
5511321,Q9BTM1,4.1E-20,1.7E-12,113.1,17%,1,0.000059,11172.29,11179.03
5535882,Q01469,4E-20,1.7E-12,2.964,12%,4,0.000059,15064.51,18.02
5519102,P68871,4E-20,1.7E-12,0.3779,13%,4,0.000059,15038.67,18.02
4933256,P68871,3.9E-20,1.6E-12,7.086,12%,4,0.000059,14958.67,18.02
4980697,P0DP25,3.9E-20,1.6E-12,0.4576,11%,4,0.000059,16810.69,18.02
4927906,P00738-1,3.8E-20,1.6E-12,29.18,9%,4,0.000059,15933.64,18.02
272136,P68871,3.8E-20,1.6E-12,266.2,18%,1,0.000059,10720.51,18.02
5519327,P68871,3.8E-20,1.6E-12,0.7918,7%,4,0.000059,13929.01,18.02
5496040,P00441,1.8E-26,7.2E-19,2.408,18%,4,0.000059,15867.74,18.02
5518378,P68871,3.7E-20,1.5E-12,38.92,12%,4,0.000059,15333.98,18.02
5350422,P60709,3.6E-20,1.5E-12,2.992,11%,4,0.000059,13969.86,18.02
4933253,P68871,1.7E-26,6.9E-19,2.572,17%,4,0.000059,15173.83,18.02
5519385,P68871,3.5E-20,1.5E-12,243.1,14%,1,0.000059,10441.42,18.02
5518786,P68871,1.6E-26,6.8E-19,2.978,17%,4,0.000059,14855.54,18.02
5519297,P68871,3.4E-20,1.4E-12,273,13%,1,0.000059,14781.66,18.02
224643,P68871,3.3E-20,1.4E-12,288.1,17%,1,0.000059,9320.7,18.02
5431350,Q8IUE6,3.3E-20,1.3E-12,14.38,15%,4,0.000059,11982.74,11989.94
5518544,P68871,3.2E-20,1.3E-12,1.761,12%,4,0.000059,12483.28,18.02
310220,P68871,3.2E-20,1.3E-12,261.4,24%,1,0.000059,6672.44,18.02
5518271,P68871,3E-20,1.2E-12,225,17%,1,0.000059,9901.91,18.02
5535569,P0DJI8,3E-20,1.2E-12,223.6,35%,1,0.000059,4847.17,18.02
5431378,P68871,3E-20,1.2E-12,215.2,13%,1,0.000059,12573.5,18.02
290723,P07108-2,1.8E-26,7.5E-19,3.01,24%,4,0.000059,9946.96,18.02
5518225,P68871,3E-20,1.2E-12,1.761,11%,4,0.000059,14605.51,18.02
1223691,P68871,1.8E-26,7.5E-19,8.953,17%,4,0.000059,15960.12,18.02
5453327,Q09666-1,2.9E-20,1.2E-12,202.3,25%,1,0.000059,6234.37,18.02
5436342,P84243,1.8E-26,7.4E-19,0.004315,18%,4,0.000059,12522.88,12530.6
5518590,P68871,2.9E-20,1.2E-12,1.761,15%,4,0.000059,13047.65,18.02
5250267,P0DP25,2.9E-20,1.2E-12,1.214,12%,4,0.000059,16810.69,18.02
528463,P84243,1.8E-26,7.3E-19,0.001122,19%,4,0.000059,12779.04,12786.9
5537516,P0DJI9-1,1.9E-26,8E-19,231.7,23%,1,0.000059,8145.02,18.02
5532348,Q93077,2.8E-20,1.2E-12,82.8,17%,1,0.000059,11797.63,11804.71
5431299,P69905,1.9E-26,7.9E-19,284,57%,1,0.000059,2468.28,18.02
339672,Q16777,2.8E-20,1.2E-12,181.8,16%,1,0.000059,10548.85,10555.29
5518054,P68871,1.9E-26,7.9E-19,2.999,17%,4,0.000059,15989.11,18.02
5526611,O43776-1,2.8E-20,1.1E-12,225.5,12%,1,0.000059,13142.82,18.02
5518847,P68871,2.8E-20,1.1E-12,175.7,11%,1,0.000059,11119.74,18.02
224652,P68871,2.7E-20,1.1E-12,306.1,15%,1,0.000059,10592.45,18.02
5505963,P62805,2E-26,8.5E-19,22.27,29%,4,0.000059,7664.46,7669.06
5519195,P68871,2.7E-20,1.1E-12,221.8,18%,1,0.000059,9025.72,18.02
5532332,P60468,2E-26,8.3E-19,1.249,16%,4,0.000059,9778.93,18.02
5518087,P68871,2.6E-20,1.1E-12,0.5799,13%,4,0.000059,14500.32,18.02
5518078,P68871,2.6E-20,1.1E-12,0.3218,9%,4,0.000059,12540.45,18.02
4933392,P68871,2.5E-20,1E-12,239.3,15%,1,0.000059,15006.79,18.02
5517956,P68871,1.3E-20,5.5E-13,2.801,15%,4,0.000059,14250.28,18.02
5443888,P68431,2.1E-20,8.6E-13,0.002721,18%,4,0.000059,11788.43,11795.86
5443915,P68431,2.5E-20,1E-12,0.001296,18%,4,0.000059,12556.85,12564.73
421277,P68871,1.2E-20,5.1E-13,1.21,12%,4,0.000059,16022.2,18.02
4933358,P68871,1.3E-20,5.4E-13,0.3218,11%,4,0.000059,15229.83,18.02
5518939,P68871,2.1E-20,8.5E-13,327.5,14%,1,0.000059,10991.42,18.02
4933606,P68871,2.2E-20,9.2E-13,0.5799,11%,4,0.000059,15238.76,18.02
5518589,P68871,2.4E-20,1E-12,0.5799,11%,4,0.000059,13032.64,18.02
5517961,P68871,1.2E-20,5.1E-13,1.761,7%,4,0.000059,14910.57,18.02
311243,P23284,1.3E-20,5.4E-13,259.6,13%,1,0.000059,12620.48,18.02
5484088,Q9P2T1-1,1.5E-20,6.2E-13,132.6,28%,1,0.000059,5235.79,18.02
4933536,P68871,1.6E-20,6.7E-13,228.9,11%,1,0.000059,15749.18,18.02
5518150,P68871,2E-20,8.4E-13,285.8,26%,1,0.000059,7051.48,18.02
414543,P68431,2.2E-20,9.1E-13,0.003893,15%,4,0.000059,12442.8,12450.62
5518004,P68871,2.4E-20,1E-12,1.761,12%,4,0.000059,14279.27,18.02
5518115,P68871,1.2E-20,4.9E-13,18.72,16%,4,0.000059,10596.45,18.02
5529619,P02042,1.2E-20,5.1E-13,301.3,10%,1,0.000059,14709.6,18.02
5519296,P68871,1.3E-20,5.2E-13,256.9,17%,1,0.000059,11562.94,18.02
5518888,P68871,1.5E-20,6.1E-13,230.9,21%,1,0.000059,7518.87,18.02
74561,P62805,1.6E-20,6.7E-13,169.3,32%,1,0.000059,3251.73,3253.77
5518894,P68871,2E-20,8.2E-13,3.01,11%,4,0.000059,15471.04,18.02
3480043,P68871,2.2E-20,9.1E-13,292.1,13%,1,0.000059,8779.46,18.02
5518903,P68871,2.4E-20,9.7E-13,3.007,17%,4,0.000059,10990.63,18.02
3480039,P68871,1.2E-20,4.9E-13,42.54,10%,1,0.000059,13957.08,18.02
5518951,P68871,1.2E-20,5E-13,0.9691,9%,4,0.000059,15486.96,18.02
1223743,P68871,1.3E-20,5.2E-13,1.761,13%,4,0.000059,15095.69,18.02
60143,P06454-2,1.4E-20,6E-13,120.3,18%,1,0.000059,11276.61,18.02
5519114,P68871,1.6E-20,6.6E-13,0.4576,6%,4,0.000059,15701.09,18.02
16204,P23527,2E-20,8.1E-13,0.5115,24%,4,0.000059,6511.51,6515.39
1255699,P15502-1,2.1E-20,8.8E-13,0.7918,7%,4,0.000059,14767.02,18.02
4933531,P68871,2.3E-20,9.7E-13,1.761,9%,4,0.000059,15804.21,18.02
5518069,P68871,2.8E-26,1.2E-18,51.81,49%,1,0.000059,5626.82,18.02
5518497,P68871,1.2E-20,4.9E-13,1.761,8%,4,0.000059,11807.98,18.02
5518053,P68871,1.2E-20,5E-13,3.01,24%,4,0.000059,7538.89,18.02
5519194,P68871,1.2E-20,5.2E-13,163.4,14%,1,0.000059,14935.54,18.02
5518254,P68871,1.4E-20,5.8E-13,371.1,12%,1,0.000059,12899.7,18.02
5431362,P09417-1,1.6E-20,6.6E-13,379,25%,1,0.000059,6930.39,18.02
823457,P68871,1.7E-20,7.2E-13,1.761,12%,4,0.000059,15880.12,18.02
5517950,P68871,1.9E-20,7.8E-13,3.01,15%,4,0.000059,9669.04,18.02
5140239,P61626,2.1E-20,8.7E-13,42.29,15%,1,0.000059,9437.54,18.02
5518305,P68871,2.3E-20,9.6E-13,0.9691,9%,4,0.000059,15588,18.02
340406,Q99623-1,1.2E-20,4.8E-13,141.1,23%,1,0.000059,6362.4,18.02
4933346,P68871,1.2E-20,5E-13,0.2228,8%,4,0.000059,15608.93,18.02
4973225,P61604,1.2E-20,5.2E-13,1.566,19%,4,0.000059,10848.82,18.02
5518215,P68871,1.5E-20,6.3E-13,16.26,18%,4,0.000059,10116.29,18.02
5428717,P68871,2.8E-26,1.2E-18,0.4576,9%,4,0.000059,15557.96,18.02
5518224,P68871,1.7E-20,7.1E-13,231.7,16%,1,0.000059,9470.87,18.02
5431234,Q16777,3.2E-26,1.3E-18,219.7,18%,1,0.000059,11666.54,11673.67
5428733,P68871,1.9E-20,7.8E-13,1.761,11%,4,0.000059,15011.67,18.02
5518902,P68871,2.3E-20,9.6E-13,0.7802,11%,4,0.000059,15192.65,18.02
5519418,P68871,1.2E-20,4.8E-13,3.01,10%,4,0.000059,15300.83,18.02
346518,Q99879,1.9E-24,7.9E-17,160.8,21%,1,0.000059,11637.25,11644.38
5518352,P68871,1.5E-20,6.3E-13,1.761,10%,4,0.000059,15641.15,18.02
5496046,P00441,1.6E-20,6.8E-13,2.53,13%,4,0.000059,15898.72,18.02
5518952,P68871,1.9E-20,7.8E-13,3.01,23%,4,0.000059,6311.11,18.02
5518738,P68871,2.8E-26,1.2E-18,1.087,17%,4,0.000059,14996.66,18.02
4933364,P68871,3.1E-26,1.3E-18,397.6,13%,1,0.000059,10744.6,18.02
5123423,P04406-1,1.1E-20,4.7E-13,24.45,17%,4,0.000059,13041.75,18.02
4933372,P68871,1.2E-20,5E-13,0.4576,13%,4,0.000059,15810.04,18.02
3479888,P68871,1.8E-20,7.5E-13,1.761,12%,4,0.000059,14590.46,18.02
5428659,P68871,2.1E-26,8.6E-19,14.95,17%,4,0.000059,14250.28,18.02
5433366,O96009,2.2E-26,9.3E-19,268.9,30%,1,0.000059,5847.09,18.02
1296562,P00338-1,2.8E-26,1.2E-18,3.01,20%,4,0.000059,9238.88,18.02
525108,P68871,3.1E-26,1.3E-18,339.4,25%,1,0.000059,7631.95,18.02
5446206,P04406-1,9E-21,3.7E-13,178,14%,1,0.000059,13061.73,18.02
5432460,P00738-1,9.8E-21,4.1E-13,6.695,13%,4,0.000059,16088.74,18.02
5519178,P68871,1.1E-20,4.7E-13,192.1,16%,1,0.000059,10977.61,18.02
5518050,P68871,1.8E-20,7.5E-13,167.4,14%,1,0.000059,15035.78,18.02
