PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
240062,P08727,2.9E-42,1.2E-34,777.7,36%,1,0.000000015,4503.21,18.02
1643967,P84243,1.1E-15,0.000000016,0.002542,10%,4,0.000000016,15341.56,15350.93
4965389,P07148,1.1E-15,0.000000017,22.45,10%,4,0.000000016,14178.35,14187.2
5738138,P06733-1,3.5E-42,1.4E-34,3.01,53%,4,0.000000016,3586.93,18.02
12774,P30044-1,1.1E-15,0.000000017,363.7,7%,1,0.000000016,16888.96,16899.55
3020,Q14019,1.1E-15,0.000000017,363.4,8%,1,0.000000016,15846,15855.83
418433,Q71DI3,1.2E-15,0.000000017,0.001679,11%,4,0.000000016,15429.52,15439.02
392052,P68431,1.2E-15,0.000000018,0.08236,12%,4,0.000000017,15333.52,15343.03
5737372,P05787-1,4.3E-42,1.8E-34,602.2,62%,1,0.000000017,2536.19,18.02
5738101,P63267-1,4.4E-42,1.8E-34,1027,44%,1,0.000000017,4558.28,18.02
5737354,P23527,4.6E-42,1.9E-34,537.5,69%,1,0.000000017,3172.89,3174.78
389755,Q71DI3,1.3E-15,0.000000019,0.03103,10%,4,0.000000018,15373.5,15382.95
4918057,P00441,1.4E-15,0.000000021,108.7,11%,1,0.000000019,15918.88,15928.65
426379,P84243,1.4E-15,0.000000021,0.0511,12%,4,0.000000019,15439.6,15449.03
418769,P84243,1.5E-15,0.000000022,1.21,8%,4,0.00000002,15271.48,15280.8
416862,P84243,1.5E-15,0.000000022,1.217,8%,4,0.00000002,15285.5,15294.83
2534129,Q71DI3,1.5E-15,0.000000022,0.06679,11%,4,0.00000002,15415.54,15425.04
3008094,P84243,1.5E-15,0.000000022,1.246,8%,4,0.00000002,15243.49,15252.79
416293,P84243,1.5E-15,0.000000022,0.2798,8%,4,0.00000002,15257.5,15266.81
96749,P00441,1.5E-15,0.000000023,20.68,11%,4,0.00000002,15878.88,15888.63
5043698,P30049,1.5E-15,0.000000023,1114,5%,1,0.00000002,15068.78,15078.01
4997032,P0DP24,1.6E-15,0.000000024,0.5786,10%,4,0.000000021,16786.76,16797.4
5737420,O60814,9.1E-42,3.8E-34,433.7,62%,1,0.000000021,3586.14,3588.26
5038224,P84243,1.7E-15,0.000000025,0.06615,12%,4,0.000000022,15313.57,15322.92
5789983,Q71DI3,1.8E-15,0.000000027,0.02087,13%,4,0.000000023,15401.56,15411.04
222074,P10412,1.4E-41,5.6E-34,247.9,43%,1,0.000000024,4611.98,4614.81
2533993,Q71DI3,1.9E-15,0.000000029,0.01622,11%,4,0.000000024,15387.55,15397.03
4634,Q99880,1.9E-15,0.00000003,198.5,11%,1,0.000000024,13812.56,13821.02
1642880,Q71DI3,2.1E-15,0.000000032,0.006304,11%,4,0.000000026,15331.56,15340.98
489221,P84243,2.1E-15,0.000000032,0.1083,11%,4,0.000000026,15341.53,15350.89
59913,P05787-1,1.8E-41,7.6E-34,875.6,47%,1,0.000000026,5093.63,18.02
2480648,P68431,2.1E-15,0.000000033,0.01245,13%,4,0.000000026,15459.63,15469.23
1643891,P84243,2.2E-15,0.000000033,0.01698,12%,4,0.000000026,15299.55,15308.9
5768421,Q01523,2.3E-15,0.000000035,3.01,14%,4,0.000000027,8101.81,8106.93
5576334,P84243,2.4E-15,0.000000037,0.01608,13%,4,0.000000028,15313.53,15322.88
272375,P07148,2.4E-15,0.000000037,1.745,11%,4,0.000000029,14160.34,14169.19
5771791,P68431,2.5E-15,0.000000038,0.009438,11%,4,0.000000029,15459.55,15469.14
5771790,P68431,2.5E-15,0.000000038,0.01056,11%,4,0.000000029,15473.57,15483.16
480098,P68431,2.7E-15,0.000000041,0.00177,10%,4,0.00000003,15445.65,15455.24
415143,P84243,2.7E-15,0.000000041,0.05853,10%,4,0.000000031,15439.56,15449
5736776,P62861,3.3E-41,1.4E-33,854.9,67%,1,0.000000031,2749.69,18.02
4993397,P68431,2.8E-15,0.000000042,0.01329,12%,4,0.000000031,15403.53,15413.09
389434,P84243,2.8E-15,0.000000043,0.01241,13%,4,0.000000031,15439.53,15448.96
2530097,P84243,2.8E-15,0.000000043,0.1904,13%,4,0.000000031,15411.53,15420.95
15622,P00167-1,2.8E-15,0.000000043,1.761,10%,4,0.000000032,15231.48,15240.95
480722,Q71DI3,2.9E-15,0.000000044,0.02298,10%,4,0.000000032,15359.59,15369.06
421373,Q71DI3,2.9E-15,0.000000044,0.0395,10%,4,0.000000032,15345.57,15355.03
5736777,P61353,3.8E-41,1.6E-33,461.1,59%,1,0.000000032,3618.02,18.02
15207,Q71UM5,2.9E-15,0.000000044,224.3,12%,1,0.000000032,9381.84,9388.01
325370,Q01995,3E-15,0.000000046,622.1,7%,1,0.000000033,22549.41,22563.79
5771922,Q71DI3,3.1E-15,0.000000047,0.2386,13%,4,0.000000033,15429.56,15439.05
419477,Q6NXT2,3.2E-15,0.000000048,0.6904,9%,4,0.000000034,15283.37,15292.74
389636,Q71DI3,3.2E-15,0.000000049,0.01296,10%,4,0.000000035,15373.61,15383.08
414588,P68431,3.2E-15,0.000000049,0.01738,10%,4,0.000000035,15389.51,15399.06
418380,P68431,3.3E-15,0.00000005,0.05658,10%,4,0.000000035,15417.51,15427.06
5789962,P84243,3.3E-15,0.00000005,0.008294,12%,4,0.000000035,15327.58,15336.95
2480434,P68431,3.4E-15,0.000000051,0.005925,11%,4,0.000000036,15417.61,15427.19
305454,P62805,3.4E-15,0.000000052,1.245,11%,4,0.000000036,11397.42,11404.35
2480634,P68431,3.5E-15,0.000000054,0.04857,12%,4,0.000000037,15515.58,15525.22
5098910,P68104-1,6.1E-41,2.5E-33,590.2,61%,1,0.000000037,3173.76,18.02
476520,P68431,3.6E-15,0.000000055,0.00168,10%,4,0.000000038,15459.66,15469.27
4992197,Q71DI3,3.7E-15,0.000000057,0.03496,11%,4,0.000000038,15345.54,15354.99
55758,P05787-1,7.2E-41,3E-33,760.6,39%,1,0.000000039,5768.95,18.02
60709,P18206-1,7.7E-41,3.2E-33,760.1,29%,1,0.000000039,7721.13,18.02
480124,P68431,3.9E-15,0.000000059,0.01884,11%,4,0.00000004,15389.58,15399.12
598025,P84243,3.9E-15,0.000000059,0.002523,10%,4,0.00000004,15327.62,15337
18723,P02042,3.9E-15,0.000000059,217.5,9%,1,0.00000004,15914.25,18.02
5396333,Q71DI3,4E-15,0.00000006,0.1055,10%,4,0.00000004,15373.53,15382.99
5789942,P68431,4E-15,0.00000006,0.0466,10%,4,0.00000004,15389.58,15399.15
4992325,P68431,4.2E-15,0.000000064,0.07398,10%,4,0.000000042,15473.53,15483.13
5789972,P68431,4.2E-15,0.000000064,0.006652,13%,4,0.000000042,15459.63,15469.23
5771792,P84243,4.2E-15,0.000000064,0.03907,10%,4,0.000000042,15411.57,15420.99
5038939,P84243,4.2E-15,0.000000064,0.09364,13%,4,0.000000042,15411.57,15420.99
417527,P84243,4.2E-15,0.000000064,0.1064,13%,4,0.000000042,15425.58,15435.02
4918056,P00441,3.4E-15,0.000000065,122.6,11%,1,0.000000042,15906.84,15916.6
5038414,P84243,4.8E-15,0.000000072,0.3481,10%,4,0.000000046,15355.54,15364.92
22238,Q8IUE6,4.8E-15,0.000000073,174.3,9%,1,0.000000046,13991.8,14000.16
435568,P06576,1.3E-40,5.4E-33,1279,26%,1,0.000000046,6916.72,18.02
60665,P08727,1.4E-40,5.7E-33,714.8,39%,1,0.000000047,4511.26,18.02
4971773,P00441,5E-15,0.000000076,1.249,11%,4,0.000000047,15902.79,15912.5
452749,O60814,1.4E-40,5.9E-33,492,54%,1,0.000000047,2856.72,2858.39
4971780,P00441,5.1E-15,0.000000078,280.8,11%,1,0.000000048,15822.82,15832.52
346662,P10412,1.6E-40,6.6E-33,675.9,38%,1,0.000000049,5317.99,5321.17
5736778,P38646,1.6E-40,6.7E-33,1369,34%,1,0.000000049,4470.31,18.02
5736779,P17661,1.7E-40,7.2E-33,771.4,23%,1,0.00000005,7699.9,18.02
5736780,P58876,1.8E-40,7.4E-33,293.1,63%,1,0.00000005,3373.02,3375.03
5688665,Q71DI3,5.4E-15,0.000000082,0.07935,12%,4,0.00000005,15331.52,15340.95
20066,Q96KK5,5.5E-15,0.000000084,174.2,11%,1,0.000000051,13864.83,13873.17
2374,P49773,2.1E-32,8.5E-25,3.01,16%,4,0.000000052,13704.06,18.02
1918,P62829,5.7E-15,0.000000087,798.9,9%,1,0.000000052,14767.03,14776.29
1865,P35268,6E-15,0.000000091,317.5,10%,1,0.000000054,14646.76,14655.8
452734,Q16777,2.4E-40,9.9E-33,494.9,27%,1,0.000000054,9632.4,9638.29
1288,P18077,6.3E-15,0.000000095,70.22,9%,1,0.000000056,12440.74,12448.52
199613,Q9UII2-1,2.9E-40,1.2E-32,522.3,26%,1,0.000000057,8423.42,18.02
388984,P68431,7E-15,0.00000011,0.3701,10%,4,0.000000061,15375.53,15385.08
5737422,P16152-1,3.6E-40,1.5E-32,750.2,30%,1,0.000000061,4831.62,18.02
389198,P68431,7.1E-15,0.00000011,0.02106,10%,4,0.000000061,15389.55,15399.1
5787251,Q71DI3,7.1E-15,0.00000011,0.02106,10%,4,0.000000061,15373.57,15383.04
5737374,P63267-1,4E-40,1.6E-32,604.4,42%,1,0.000000063,5221.65,18.02
5771794,P84243,7.4E-15,0.00000011,0.01058,11%,4,0.000000063,15355.58,15364.95
11793,P06703,7.5E-15,0.00000011,749.1,9%,1,0.000000064,10173.34,10179.74
4894696,P68871,7.6E-15,0.00000011,1.761,9%,4,0.000000064,15948.23,15958.24
4939266,P08727,4.7E-40,1.9E-32,3.01,34%,4,0.000000066,5065.49,18.02
4991853,Q71DI3,8E-15,0.00000012,0.02226,12%,4,0.000000067,15373.53,15383
4993028,P68431,8E-15,0.00000012,0.011,12%,4,0.000000067,15459.59,15469.2
599039,P84243,8.1E-15,0.00000012,0.06325,10%,4,0.000000067,15271.56,15280.88
416278,P84243,8.1E-15,0.00000012,0.5916,12%,4,0.000000067,15299.51,15308.86
640485,P84243,8.1E-15,0.00000012,0.07676,10%,4,0.000000067,15257.54,15266.86
16313,Q71UI9,8.1E-15,0.00000012,490.5,11%,1,0.000000067,13369.49,13377.49
5737367,Q5QNW6,5E-40,2.1E-32,509.2,63%,1,0.000000067,3357.02,3359.03
17264,P17096-1,8.3E-15,0.00000013,0.7724,13%,4,0.000000068,11768.08,18.02
5789934,P68431,8.4E-15,0.00000013,0.7082,12%,4,0.000000069,15361.55,15371.08
417843,P68431,8.4E-15,0.00000013,0.7677,12%,4,0.000000069,15305.49,15314.98
5756587,P06576,6.3E-40,2.6E-32,1073,22%,1,0.000000072,8195.24,18.02
5771923,P84243,9.1E-15,0.00000014,0.01102,11%,4,0.000000073,15383.57,15392.97
4970952,P62266,9.4E-15,0.00000014,289.2,9%,1,0.000000075,15696.68,15706.39
476833,P84243,9.6E-15,0.00000015,0.02688,11%,4,0.000000076,15341.53,15350.89
415167,P84243,9.7E-15,0.00000015,0.00168,10%,4,0.000000076,15383.68,15393.1
60246,P05787-1,7.7E-40,3.2E-32,649.2,50%,1,0.000000076,2926.65,18.02
389508,P84243,9.8E-15,0.00000015,0.03433,11%,4,0.000000077,15299.51,15308.85
5737458,Q01523,8.8E-40,3.6E-32,11.15,26%,4,0.000000079,7359.45,18.02
17878,P68871,1E-14,0.00000016,50.01,10%,1,0.00000008,15913.24,15923.24
32698,P23527,1.5E-39,6.1E-32,0.5115,37%,4,0.000000092,5737.14,5740.56
454832,P05787-1,1.5E-39,6.2E-32,662.9,34%,1,0.000000092,7546.8,18.02
5738092,Q01523,1.5E-39,6.4E-32,3.003,28%,4,0.000000093,7360.46,18.02
14900,P07737,1.3E-14,0.00000019,3.01,8%,4,0.000000093,14997.54,15007.12
245740,P60903,1.3E-14,0.0000002,0.7918,14%,4,0.000000094,11106.48,11113.95
5768712,P68431,1.3E-14,0.0000002,0.06782,11%,4,0.000000095,15347.54,15357.06
4993215,P68431,1.3E-14,0.0000002,0.03747,11%,4,0.000000097,15361.52,15371.03
2671,P62273-1,1.4E-14,0.00000021,191.6,19%,1,0.000000098,6541.26,6545.57
19451,P63241-1,1.4E-14,0.00000021,41.72,8%,1,0.000000099,16816.4,16827.18
5789984,P68431,1.4E-14,0.00000021,0.002085,8%,4,0.000000099,15417.61,15427.18
2739,P61513,1.4E-14,0.00000021,326.8,13%,1,0.0000001,10137.43,10144.06
598838,P84243,1.4E-14,0.00000022,2.672,11%,4,0.0000001,15229.51,15238.8
3085687,P06576,2.1E-39,8.6E-32,1366,33%,1,0.0000001,4712.51,18.02
5738083,P62805,2.1E-39,8.5E-32,333.6,42%,1,0.0000001,4232.53,4235.02
5768538,Q01524,1.5E-14,0.00000022,273.7,14%,1,0.0000001,8958.97,8964.78
4992476,P68431,1.5E-14,0.00000022,0.587,10%,4,0.0000001,15361.52,15371.05
517080,P05787-1,2.3E-39,9.7E-32,372.1,68%,1,0.0000001,2475.37,18.02
5768952,P84243,1.5E-14,0.00000023,0.05423,10%,4,0.00000011,15327.55,15336.91
5768657,Q71DI3,1.6E-14,0.00000024,0.06886,12%,4,0.00000011,15345.54,15354.98
5011328,Q01523,1.7E-14,0.00000026,56.93,23%,1,0.00000011,3583.65,3586.17
4675310,P84243,1.8E-14,0.00000027,0.08666,10%,4,0.00000012,15299.51,15308.85
212275,P39019,3.6E-39,1.5E-31,463.9,38%,1,0.00000012,5523.01,18.02
5737475,Q01523,3.7E-39,1.5E-31,1.621,28%,4,0.00000012,7359.45,18.02
19903,Q93077,3.9E-39,1.6E-31,335.6,23%,1,0.00000012,12241.9,12249.29
70287,P68104-1,4E-39,1.7E-31,402.2,61%,1,0.00000012,2850.71,18.02
957843,Q6NXT2,1.9E-14,0.00000028,0.2755,9%,4,0.00000012,15269.39,15278.75
225573,P68104-1,4.1E-39,1.7E-31,515.9,66%,1,0.00000012,2949.78,18.02
4933153,P68871,1.9E-14,0.00000029,210.6,10%,1,0.00000012,15961.25,15971.28
346034,P68871,1.9E-14,0.00000029,1.219,10%,4,0.00000012,15951.19,15961.18
946469,Q71DI3,1.9E-14,0.00000029,0.2699,12%,4,0.00000012,15359.52,15368.96
389735,Q71DI3,1.9E-14,0.0000003,0.02078,10%,4,0.00000013,15345.5,15354.94
292071,P08727,4.7E-39,1.9E-31,655.3,30%,1,0.00000013,5324.61,18.02
452749,Q6DN03,1.4E-40,5.9E-33,492,54%,1,0.00000013,2856.72,2858.39
170837,P68104-1,5.3E-39,2.2E-31,560,38%,1,0.00000013,4811.67,18.02
2967,P01040,2.1E-14,0.00000032,375,8%,1,0.00000013,10868.62,10875.3
419891,Q71DI3,2.1E-14,0.00000032,0.00668,12%,4,0.00000013,15401.56,15411.04
5771645,P84243,2.1E-14,0.00000032,0.03024,12%,4,0.00000013,15411.6,15421.02
949426,P84243,2.1E-14,0.00000032,0.02742,12%,4,0.00000013,15383.57,15392.97
5771644,Q71DI3,2.1E-14,0.00000032,0.007459,12%,4,0.00000013,15373.57,15383.04
5789963,P84243,2.1E-14,0.00000032,0.03712,12%,4,0.00000013,15383.57,15392.97
5737417,O00748-1,6E-39,2.5E-31,388,67%,1,0.00000014,3795.06,18.02
5738139,P06733-1,6.3E-39,2.6E-31,3.01,34%,4,0.00000014,5946.09,18.02
453285,Q93077,6.9E-39,2.8E-31,480.3,23%,1,0.00000014,11911.73,11918.94
5737360,P08727,8.1E-39,3.3E-31,3.01,33%,4,0.00000015,4604.25,18.02
170896,P07148,2.5E-14,0.00000038,1.754,10%,4,0.00000015,14190.35,14199.21
5741969,Q06141,9.6E-39,4E-31,52.05,18%,1,0.00000015,16554.92,18.02
534737,P68431,2.6E-14,0.0000004,0.007084,11%,4,0.00000016,15361.52,15371.03
4819835,P68431,2.6E-14,0.0000004,0.04221,10%,4,0.00000016,15543.54,15553.18
1214,P25398,2.7E-14,0.00000041,269.7,8%,1,0.00000016,14416.45,14425.78
4901156,Q71DI3,2.8E-14,0.00000042,0.09151,11%,4,0.00000016,15373.53,15383
5737359,P58876,1.2E-38,4.8E-31,234.8,69%,1,0.00000016,3216.91,3218.84
995919,P05787-1,1.2E-38,4.8E-31,313.5,49%,1,0.00000016,3823.04,18.02
5738099,P60709,1.2E-38,4.8E-31,691.3,44%,1,0.00000016,4890.43,18.02
2534032,Q71DI3,2.8E-14,0.00000043,0.002515,10%,4,0.00000016,15387.62,15397.11
1012,P62888,2.8E-14,0.00000042,426.8,9%,1,0.00000016,12644.7,12652.86
75437,P10809-1,1.2E-38,5E-31,655.6,38%,1,0.00000016,5009.68,18.02
12332,Q6FI13,2.8E-14,0.00000043,225.8,10%,1,0.00000017,14077.83,14086.32
5738140,Q6FI13,1.3E-38,5.3E-31,403.7,29%,1,0.00000017,8289.54,8294.55
5736781,P08727,1.3E-38,5.5E-31,3.01,33%,4,0.00000017,4932.44,18.02
305452,P62805,2.9E-14,0.00000044,2.664,12%,4,0.00000017,11397.42,11404.35
5736782,Q5SSJ5-1,1.5E-38,6.3E-31,296.6,63%,1,0.00000017,3114.85,18.02
5737387,P62841,1.6E-38,6.5E-31,552.3,34%,1,0.00000018,5265.73,18.02
61057,A0A0B4J2F0,3.1E-14,0.00000047,539.3,17%,1,0.00000018,6309.34,6313.38
19887,O60814,1.6E-38,6.7E-31,281.9,26%,1,0.00000018,10709.72,10716.33
5737368,P17661,1.7E-38,7E-31,1265,38%,1,0.00000018,3744.89,18.02
389349,P84243,3.2E-14,0.00000048,0.01114,10%,4,0.00000018,15369.52,15378.91
5737449,Q06830,1.8E-38,7.3E-31,559.4,45%,1,0.00000018,4920.54,18.02
5771795,P84243,3.3E-14,0.0000005,0.01232,10%,4,0.00000018,15341.63,15351.03
5789985,P84243,3.3E-14,0.0000005,0.005263,10%,4,0.00000018,15369.59,15378.99
5756588,P16422,2E-38,8.3E-31,864.3,23%,1,0.00000019,6888.83,18.02
272413,P07148,3.4E-14,0.00000051,235.7,10%,1,0.00000019,14211.41,14220.4
2480596,P68431,3.4E-14,0.00000052,0.03689,11%,4,0.00000019,15445.61,15455.21
5771646,P68431,3.4E-14,0.00000052,0.02196,11%,4,0.00000019,15459.59,15469.2
390196,P84243,3.5E-14,0.00000053,0.0615,9%,4,0.00000019,15299.51,15308.86
1505,O43678-1,2E-14,0.00000053,198.5,11%,1,0.00000019,10825.75,10832.41
5687093,P84243,3.5E-14,0.00000053,0.01221,12%,4,0.00000019,15425.55,15434.97
5736783,O60814,2.2E-38,9.3E-31,0.1424,75%,4,0.00000019,2664.62,2666.21
415443,P84243,3.6E-14,0.00000055,0.03487,11%,4,0.0000002,15341.6,15350.97
5789932,P84243,3.6E-14,0.00000055,0.1094,10%,4,0.0000002,15313.53,15322.88
305498,P62805,3.7E-14,0.00000056,1.242,10%,4,0.0000002,11383.4,11390.32
1221,P62266,3.7E-14,0.00000057,298,9%,1,0.0000002,15666.68,15676.36
323020,P62805,3.8E-14,0.00000058,3.009,8%,4,0.0000002,11425.41,11432.36
388989,P68431,3.8E-14,0.00000058,0.06724,7%,4,0.0000002,15347.5,15357.02
5768713,Q8WU39-1,3.9E-14,0.00000059,3.967,6%,4,0.00000021,18423.85,18435.55
4991409,Q71DI3,3.9E-14,0.0000006,0.03591,10%,4,0.00000021,15401.53,15411
2534033,Q71DI3,3.9E-14,0.0000006,0.05652,10%,4,0.00000021,15373.5,15382.95
1684,P84077,4E-14,0.0000006,121.1,7%,1,0.00000021,20762.83,20775.94
5038405,P84243,4E-14,0.00000061,0.0524,11%,4,0.00000021,15313.57,15322.92
5739075,P0C0S8,3.1E-38,1.3E-30,428.4,23%,1,0.00000021,10565.98,10572.38
169743,P62805,4.3E-14,0.00000066,35.43,10%,4,0.00000022,11439.39,11446.35
5789973,P68431,4.3E-14,0.00000066,0.007086,12%,4,0.00000022,15431.59,15441.16
5038198,P84243,4.4E-14,0.00000067,0.2033,10%,4,0.00000023,15313.49,15322.84
5768565,P49773,4.5E-14,0.00000068,16.82,11%,4,0.00000023,13761.01,13769.7
389981,P62805,4.6E-14,0.0000007,2.909,11%,4,0.00000023,11355.41,11362.31
202369,P10412,4.4E-38,1.8E-30,156,58%,1,0.00000023,3789.44,3791.76
286064,P05787-1,4.7E-38,1.9E-30,85.44,23%,1,0.00000024,8880.54,18.02
225391,P05787-1,5E-38,2E-30,444.3,33%,1,0.00000024,6494.22,18.02
16131,P68871,5E-14,0.00000075,44.98,8%,1,0.00000025,15956.24,15966.27
477160,Q71DI3,5.2E-14,0.0000008,0.06286,10%,4,0.00000026,15499.57,15509.12
3008129,P84243,5.7E-14,0.00000087,0.1072,8%,4,0.00000027,15313.57,15322.92
1301631,P84243,5.8E-14,0.00000088,0.03949,11%,4,0.00000028,15383.54,15392.93
5768419,Q01523,5.9E-14,0.0000009,79.92,21%,1,0.00000028,4270.98,4273.88
4993018,P68431,6.2E-14,0.00000095,0.005132,11%,4,0.00000029,15487.62,15497.25
5689135,Q71DI3,6.2E-14,0.00000095,0.0104,11%,4,0.00000029,15499.57,15509.12
305539,P62805,6.9E-14,0.000001,1.711,12%,4,0.00000031,11383.4,11390.32
389303,P84243,6.9E-14,0.0000011,0.01494,12%,4,0.00000031,15411.53,15420.95
13491,O15212,7.2E-24,3E-16,27.8,16%,4,0.00000033,14484.77,18.02
305554,P62805,7.8E-14,0.0000012,20.56,9%,4,0.00000034,11383.4,11390.32
1642758,Q71DI3,7.9E-14,0.0000012,0.03356,10%,4,0.00000035,15387.55,15397.01
3088,P46783,7.9E-14,0.0000012,484.9,7%,1,0.00000035,18941.93,18953.87
12728,P60903,8.3E-14,0.0000013,0.2996,14%,4,0.00000036,11148.49,11155.99
16740,P17096-1,3.3E-19,1.4E-11,1.235,14%,4,0.00000036,11768.08,18.02
4907350,P00441,8.5E-14,0.0000013,1.27,10%,4,0.00000036,15914.82,15924.55
5058830,P14854,9.6E-14,0.0000015,106.5,8%,1,0.0000004,10094.67,10101.22
3773,P83731,9.9E-14,0.0000015,740.5,6%,1,0.00000041,17767.9,17778.96
3008141,P84243,1E-13,0.0000016,0.02264,10%,4,0.00000042,15369.59,15378.98
1642668,Q71DI3,1.1E-13,0.0000017,0.04616,10%,4,0.00000044,15331.56,15341.01
949529,P84243,1.1E-13,0.0000017,0.004759,9%,4,0.00000044,15299.51,15308.85
12323,P62805,1.1E-13,0.0000017,1.249,9%,4,0.00000045,11425.41,11432.36
442529,P84243,1.1E-13,0.0000017,0.009499,10%,4,0.00000045,15341.53,15350.89
495021,P68431,1.2E-13,0.0000018,0.00545,10%,4,0.00000045,15403.49,15413.04
5768771,P84243,1.2E-13,0.0000018,0.1378,12%,4,0.00000046,15313.53,15322.88
4894281,P68871,1.5E-13,0.0000023,2.969,9%,4,0.00000055,15919.24,15929.24
169749,P62805,1.6E-13,0.0000024,2.912,11%,4,0.00000057,11411.4,11418.34
5768883,P84243,1.6E-13,0.0000024,0.2364,10%,4,0.00000057,15355.54,15364.93
389609,P84243,1.6E-13,0.0000025,0.00173,8%,4,0.00000058,15397.51,15406.92
4982510,Q71DI3,1.6E-13,0.0000025,0.00411,7%,4,0.00000059,15359.59,15369.06
4901441,P68431,1.6E-13,0.0000025,0.008217,7%,4,0.00000059,15375.57,15385.12
5041903,P61626,1.8E-13,0.0000027,1.761,5%,4,0.00000062,14687.12,14696.63
12540,P42677,1.8E-13,0.0000027,267.4,12%,1,0.00000063,9365.81,9371.97
4991624,Q71DI3,1.9E-13,0.0000028,0.04697,9%,4,0.00000065,15359.55,15369
389991,P62805,1.9E-13,0.0000028,1.577,10%,4,0.00000065,11355.41,11362.31
166887,P06703,1.9E-13,0.0000029,3.006,9%,4,0.00000066,10257.36,10263.82
4965377,P07148,2.1E-13,0.0000032,1.249,9%,4,0.0000007,14148.34,14157.17
1639177,P68431,2.1E-13,0.0000032,0.001916,10%,4,0.0000007,15459.55,15469.14
53304,Q01995,2.2E-13,0.0000033,98.8,7%,1,0.00000072,22587.37,22601.73
12674,P62805,2.2E-13,0.0000034,184.9,11%,1,0.00000073,11257.37,11264.2
3037394,Q6NXT2,2.5E-13,0.0000038,0.4669,9%,4,0.0000008,15269.46,15278.84
5039510,P84243,2.6E-13,0.000004,0.00791,10%,4,0.00000083,15355.65,15365.05
4982761,P06703,2.9E-13,0.0000044,1.761,9%,4,0.00000089,10295.32,10301.76
16034,P68871,3E-13,0.0000045,72.17,9%,1,0.00000091,15941.27,15951.3
1639150,P68431,3.1E-13,0.0000047,0.001677,9%,4,0.00000093,15445.5,15455.08
389809,Q71DI3,3.1E-13,0.0000047,0.001825,9%,4,0.00000093,15415.54,15425.03
5789964,P84243,3.4E-13,0.0000052,0.01882,11%,4,0.00000099,15425.62,15435.05
389538,P84243,3.4E-13,0.0000052,0.02927,11%,4,0.000001,15397.55,15406.96
423379,Q6NXT2,3.5E-13,0.0000054,2.423,11%,4,0.000001,15269.42,15278.79
5688864,P84243,3.6E-13,0.0000055,0.02478,9%,4,0.000001,15425.66,15435.1
14984,P60660-2,3.8E-13,0.0000057,91.24,7%,1,0.0000011,16861.1,16871.97
443309,P68431,3.8E-13,0.0000057,0.5799,9%,4,0.0000011,15375.53,15385.07
5039015,P84243,3.8E-13,0.0000057,0.008291,9%,4,0.0000011,15383.57,15392.97
5055,P06703,2.5E-13,0.0000064,3.01,12%,4,0.0000012,10084.31,10090.59
13987,P62805,4.2E-13,0.0000064,2.907,11%,4,0.0000012,11341.39,11348.28
56004,O75348,4.5E-13,0.0000068,311.2,9%,1,0.0000012,13660.05,13668.37
390127,Q71DI3,4.5E-13,0.0000069,0.1501,9%,4,0.0000012,15331.52,15340.96
5039403,P84243,4.7E-13,0.0000072,0.08515,10%,4,0.0000013,15271.52,15280.84
946675,Q71DI3,5.4E-13,0.0000082,0.001773,11%,4,0.0000014,15415.51,15424.99
416246,P84243,5.4E-13,0.0000082,0.008096,11%,4,0.0000014,15439.56,15449
2480336,P68431,5.4E-13,0.0000082,0.001772,11%,4,0.0000014,15431.48,15441.05
3008175,P84243,5.4E-13,0.0000082,0.009538,11%,4,0.0000014,15439.63,15449.09
5935,Q9Y3U8,5.8E-13,0.0000088,253.5,8%,1,0.0000015,12114.87,12122.51
1639074,P68431,6E-13,0.0000091,0.01675,10%,4,0.0000015,15431.59,15441.18
5039428,P84243,6E-13,0.0000091,0.0173,10%,4,0.0000015,15425.55,15434.97
5038540,P84243,6.2E-13,0.0000094,0.007125,10%,4,0.0000015,15285.57,15294.9
11849,P62072,6.4E-13,0.0000098,472.8,9%,1,0.0000016,10367.95,10374.99
5692689,P10916,6.5E-13,0.0000099,114.5,7%,1,0.0000016,18688.38,18700.18
3008247,P84243,6.5E-13,0.0000099,0.01392,10%,4,0.0000016,15397.62,15407.05
389808,Q71DI3,6.8E-13,0.00001,0.01445,7%,4,0.0000016,15401.53,15411
389733,Q71DI3,6.8E-13,0.00001,0.01451,7%,4,0.0000016,15415.62,15425.12
169739,P62805,7.3E-13,0.000011,7.678,13%,4,0.0000017,11383.4,11390.32
16525,P62805,7.3E-13,0.000011,1.76,9%,4,0.0000017,11383.4,11390.32
254992,Q9BTM1,7.6E-13,0.000012,3.01,7%,4,0.0000018,13963.91,13972.3
323214,P62805,8.6E-13,0.000013,11.74,11%,4,0.0000019,11411.44,11418.37
16835,P62304,8.9E-13,0.000014,240.2,11%,1,0.000002,10737.62,10744.47
416406,Q6NXT2,9.2E-13,0.000014,1.695,10%,4,0.000002,15297.38,15306.77
427559,P68431,9.4E-13,0.000014,0.998,10%,4,0.0000021,15319.51,15329.01
8191,P84243,1.1E-12,0.000016,0.01359,9%,4,0.0000022,15355.61,15365.01
389525,P84243,1.1E-12,0.000016,0.1379,10%,4,0.0000023,15523.55,15533.04
